part,company,country,city,price,date,currency_name,price_amount,currency_symbol,exchange_rate_to_USD,standardized_USD
58118-5060,Chatterbridge,Spain,Barcelona,195.99€,2018-02-19 19:49:47,EUR,195.99,€,1.241,243.22359000000003
21695-931,Chatterbridge,Spain,Barcelona,454.3€,2018-02-19 22:54:15,EUR,454.3,€,1.241,563.7863000000001
51079-947,Thoughtmix,Portugal,Amadora,646.05€,2018-02-20 00:47:08,EUR,646.05,€,1.234,797.2257
24385-268,Twitterbeat,France,Annecy,141.42€,2018-02-20 02:54:49,EUR,141.42,€,1.234,174.51227999999998
62756-707,Twitterbeat,France,Annecy,392.0€,2018-02-20 03:08:57,EUR,392.0,€,1.234,483.728
0268-1128,Gabcube,Portugal,Almada,1499.47€,2018-02-20 03:15:45,EUR,1499.47,€,1.234,1850.34598
0603-6134,Zoonder,United States,Boston,$854.0,2018-02-20 04:31:17,USD,854.0,$,1.0,854.0
51346-145,Buzzbean,Germany,Düsseldorf,906.5€,2018-02-20 06:32:24,EUR,906.5,€,1.234,1118.621
52125-136,Ntags,Portugal,Lisbon,560.75€,2018-02-20 09:27:01,EUR,560.75,€,1.234,691.9655
55289-164,Buzzbean,Germany,Düsseldorf,-130.95€,2018-02-20 10:02:16,EUR,-130.95,€,1.234,-161.5923
41163-428,Twitterbeat,France,Annecy,115.6€,2018-02-20 10:03:07,EUR,115.6,€,1.234,142.6504
52125-444,Ntags,Portugal,Lisbon,270.98€,2018-02-20 11:00:56,EUR,270.98,€,1.234,334.38932
76454-100,Ntags,Portugal,Lisbon,133.27€,2018-02-20 11:41:15,EUR,133.27,€,1.234,164.45518
16729-167,Shufflebeat,Portugal,Porto,334.48€,2018-02-20 11:47:23,EUR,334.48,€,1.234,412.74832000000004
0615-7679,Brainsphere,Portugal,Braga,332.33€,2018-02-20 12:43:27,EUR,332.33,€,1.234,410.09522
68233-011,Twitterbeat,France,Annecy,510.19€,2018-02-20 13:47:46,EUR,510.19,€,1.234,629.57446
70253-307,Thoughtmix,Portugal,Amadora,820.92€,2018-02-20 14:34:18,EUR,820.92,€,1.234,1013.01528
49349-820,Thoughtmix,Portugal,Amadora,762.54€,2018-02-20 14:46:28,EUR,762.54,€,1.234,940.9743599999999
21695-267,Thoughtmix,Portugal,Amadora,474.66€,2018-02-20 16:55:40,EUR,474.66,€,1.234,585.73044
24385-268,Ntags,Portugal,Lisbon,197.95€,2018-02-20 18:32:31,EUR,197.95,€,1.234,244.2703
54123-957,Thoughtmix,Portugal,Amadora,130.76€,2018-02-20 19:12:01,EUR,130.76,€,1.234,161.35783999999998
62670-4404,Wordify,United States,New York,$352.63,2018-02-20 19:12:39,USD,352.63,$,1.0,352.63
21695-267,Shufflebeat,Portugal,Porto,446.94€,2018-02-20 20:06:40,EUR,446.94,€,1.234,551.52396
13537-259,Twitterbeat,France,Annecy,574.56€,2018-02-20 21:15:49,EUR,574.56,€,1.234,709.00704
49349-842,Buzzbean,Germany,Düsseldorf,607.59€,2018-02-21 00:41:31,EUR,607.59,€,1.2312,748.0648080000001
52125-136,Wordify,United States,New York,$225.04,2018-02-21 05:42:55,USD,225.04,$,1.0,225.04
54868-6311,Buzzbean,Germany,Düsseldorf,616.62€,2018-02-21 11:19:51,EUR,616.62,€,1.2312,759.182544
0699-7041,Yozio,Greece,Patras,795.63€,2018-02-21 11:39:07,EUR,795.63,€,1.2312,979.579656
13537-468,Buzzbean,Germany,Düsseldorf,710.16€,2018-02-21 13:42:24,EUR,710.16,€,1.2312,874.3489920000001
98132-889,Zooxo,United Kingdom,London,£169.71,2018-02-21 17:03:50,GBP,169.71,£,1.3917683099,236.19699987312902
0268-1604,Buzzbean,Germany,Düsseldorf,166.9€,2018-02-21 19:44:19,EUR,166.9,€,1.2312,205.48728000000003
54868-0823,Chatterbridge,Spain,Barcelona,196.8€,2018-02-21 21:16:12,EUR,196.8,€,1.2312,242.30016000000003
62670-4404,Realpoint,Portugal,Lisbon,374.53€,2018-02-21 22:57:25,EUR,374.53,€,1.2312,461.121336
52343-025,Teklist,Netherlands,Arnhem,969.14€,2018-02-22 00:13:54,EUR,969.14,€,1.2276,1189.716264
54868-5165,Chatterbridge,Spain,Barcelona,451.08€,2018-02-22 00:28:34,EUR,451.08,€,1.2276,553.745808
51346-145,Shufflebeat,Portugal,Porto,969.41€,2018-02-22 01:49:38,EUR,969.41,€,1.2276,1190.047716
55154-5057,Thoughtmix,Portugal,Amadora,1350.29€,2018-02-22 02:33:58,EUR,1350.29,€,1.2276,1657.616004
65044-3014,Zooxo,United Kingdom,London,£699.94,2018-02-22 02:55:18,GBP,699.94,£,1.3895837814,972.6252719531161
68462-565,Thoughtmix,Portugal,Amadora,909.93€,2018-02-22 04:11:27,EUR,909.93,€,1.2276,1117.030068
59779-601,Thoughtmix,Portugal,Amadora,161.18€,2018-02-22 05:24:26,EUR,161.18,€,1.2276,197.86456800000002
48951-4042,Innojam,Netherlands,Amsterdam,103.32€,2018-02-22 05:52:51,EUR,103.32,€,1.2276,126.83563199999999
67544-356,Thoughtmix,Portugal,Amadora,543.91€,2018-02-22 07:43:44,EUR,543.91,€,1.2276,667.7039159999999
51346-126,Zooxo,United Kingdom,London,£124.79,2018-02-22 08:07:17,GBP,124.79,£,1.3895837814,173.406160080906
55289-164,Twitterbeat,France,Annecy,714.92€,2018-02-22 08:38:21,EUR,714.92,€,1.2276,877.6357919999999
67046-030,Zooxo,United Kingdom,London,£159.03,2018-02-22 11:38:04,GBP,159.03,£,1.3895837814,220.985508756042
0615-7679,Twitterbeat,France,Annecy,306.89€,2018-02-22 12:37:14,EUR,306.89,€,1.2276,376.738164
16729-167,Twitterbeat,France,Annecy,372.54€,2018-02-22 12:48:23,EUR,372.54,€,1.2276,457.33010400000006
54092-515,Twitterbeat,France,Annecy,762.18€,2018-02-22 15:54:24,EUR,762.18,€,1.2276,935.652168
51346-145,Twitterbeat,France,Annecy,979.29€,2018-02-22 16:51:04,EUR,979.29,€,1.2276,1202.176404
60505-2867,Shufflebeat,Portugal,Porto,208.85€,2018-02-22 18:08:24,EUR,208.85,€,1.2276,256.38426
49349-471,Wordify,United States,New York,$861.2,2018-02-22 18:22:05,USD,861.2,$,1.0,861.2
68084-595,Lajo,Greece,Thessaloniki,189.13€,2018-02-22 19:09:19,EUR,189.13,€,1.2276,232.175988
54868-0823,Twitterbeat,France,Annecy,141.46€,2018-02-22 20:43:51,EUR,141.46,€,1.2276,173.65629600000003
52380-1102,Thoughtmix,Portugal,Amadora,761.66€,2018-02-23 00:58:42,EUR,761.66,€,1.2299,936.765634
55856-0003,Thoughtmix,Portugal,Amadora,193.16€,2018-02-23 01:15:50,EUR,193.16,€,1.2299,237.567484
58118-5060,Zooxo,United Kingdom,London,£284.69,2018-02-23 01:40:54,GBP,284.69,£,1.3985672049,398.15809756298097
55289-164,Twitterbeat,France,Annecy,338.39€,2018-02-23 01:42:59,EUR,338.39,€,1.2299,416.185861
49738-105,Buzzbean,Germany,Düsseldorf,535.18€,2018-02-23 04:11:11,EUR,535.18,€,1.2299,658.2178819999999
52380-1102,Buzzbean,Germany,Düsseldorf,512.83€,2018-02-23 07:30:54,EUR,512.83,€,1.2299,630.7296170000001
70253-307,Thoughtmix,Portugal,Amadora,965.56€,2018-02-23 11:45:50,EUR,965.56,€,1.2299,1187.542244
43419-018,Ntags,Portugal,Lisbon,113.97€,2018-02-23 14:12:24,EUR,113.97,€,1.2299,140.171703
62011-0219,Rhycero,France,Arcueil,668.46€,2018-02-23 14:44:43,EUR,668.46,€,1.2299,822.138954
0603-6134,Thoughtmix,Portugal,Amadora,773.23€,2018-02-23 15:35:21,EUR,773.23,€,1.2299,950.995577
76454-100,Chatterbridge,Spain,Barcelona,86.73€,2018-02-23 16:09:44,EUR,86.73,€,1.2299,106.669227
55566-2100,Thoughtmix,Portugal,Amadora,650.13€,2018-02-23 19:32:53,EUR,650.13,€,1.2299,799.594887
24286-1562,Bubblemix,Japan,Asaka,¥60622.68,2018-02-23 20:18:15,CNY,60622.68,¥,0.1578535308,9569.504084558544
55154-5057,Zooxo,United Kingdom,London,£461.73,2018-02-23 22:27:50,GBP,461.73,£,1.3985672049,645.760435518477
67046-030,Thoughtmix,Portugal,Amadora,158.99€,2018-02-23 23:19:56,EUR,158.99,€,1.2299,195.54180100000002
49349-106,Twitterbeat,France,Annecy,807.18€,2018-02-23 23:22:25,EUR,807.18,€,1.2299,992.750682
0268-1604,Thoughtmix,Portugal,Amadora,138.01€,2018-02-23 23:34:53,EUR,138.01,€,1.2299,169.738499
52125-136,Shufflebeat,Portugal,Porto,459.53€,2018-02-24 01:28:49,EUR,459.53,€,1.2299,565.175947
51346-145,Ntags,Portugal,Lisbon,986.25€,2018-02-24 02:00:08,EUR,986.25,€,1.2299,1212.988875
62011-0219,Brainsphere,Portugal,Braga,735.53€,2018-02-24 02:47:55,EUR,735.53,€,1.2299,904.628347
49349-820,Twitterbeat,France,Annecy,747.93€,2018-02-24 04:30:18,EUR,747.93,€,1.2299,919.879107
13537-259,Eimbee,France,Amiens,644.85€,2018-02-24 06:05:26,EUR,644.85,€,1.2299,793.1010150000001
35356-325,Ntags,Portugal,Lisbon,683.67€,2018-02-24 06:31:03,EUR,683.67,€,1.2299,840.845733
44946-1046,Shufflebeat,Portugal,Porto,417.19€,2018-02-24 07:56:12,EUR,417.19,€,1.2299,513.101981
68752-024,Kanoodle,Japan,Niihama,¥96207.92,2018-02-24 09:01:41,CNY,96207.92,¥,0.1578535308,15186.759862923936
16714-295,Brainsphere,Portugal,Braga,586.9€,2018-02-24 13:27:42,EUR,586.9,€,1.2299,721.82831
68752-024,Twitterbeat,France,Annecy,798.1€,2018-02-24 18:09:04,EUR,798.1,€,1.2299,981.5831900000001
37205-951,Realpoint,Portugal,Lisbon,193.39€,2018-02-24 18:30:59,EUR,193.39,€,1.2299,237.850361
43419-018,Twitterbeat,France,Annecy,174.21€,2018-02-24 21:41:31,EUR,174.21,€,1.2299,214.26087900000002
17156-617,Ntags,Portugal,Lisbon,829.32€,2018-02-24 21:46:56,EUR,829.32,€,1.2299,1019.980668
21695-267,Wordify,United States,New York,$444.08,2018-02-24 22:23:35,USD,444.08,$,1.0,444.08
55154-5057,Brainsphere,Portugal,Braga,912.95€,2018-02-25 01:18:01,EUR,912.95,€,1.2299,1122.837205
0603-6134,Buzzbean,Germany,Düsseldorf,728.31€,2018-02-25 03:11:52,EUR,728.31,€,1.2299,895.7484689999999
76117-001,Eimbee,France,Amiens,749.69€,2018-02-25 03:16:00,EUR,749.69,€,1.2299,922.0437310000001
68084-172,Twitterbeat,France,Annecy,321.35€,2018-02-25 04:15:55,EUR,321.35,€,1.2299,395.22836500000005
62670-4404,Thoughtmix,Portugal,Amadora,314.49€,2018-02-25 04:53:16,EUR,314.49,€,1.2299,386.791251
0699-7041,Thoughtmix,Portugal,Amadora,521.05€,2018-02-25 06:10:27,EUR,521.05,€,1.2299,640.839395
17156-617,Chatterbridge,Spain,Barcelona,1550.91€,2018-02-25 07:29:05,EUR,1550.91,€,1.2299,1907.464209
68084-172,Buzzbean,Germany,Düsseldorf,585.32€,2018-02-25 09:46:08,EUR,585.32,€,1.2299,719.885068
41167-0843,Thoughtmix,Portugal,Amadora,438.48€,2018-02-25 13:01:38,EUR,438.48,€,1.2299,539.286552
54973-9150,Chatterbridge,Spain,Barcelona,978.91€,2018-02-25 15:29:58,EUR,978.91,€,1.2299,1203.961409
52125-136,Yozio,Greece,Patras,606.28€,2018-02-25 16:11:12,EUR,606.28,€,1.2299,745.663772
49520-501,Yozio,Greece,Patras,870.64€,2018-02-25 16:31:33,EUR,870.64,€,1.2299,1070.800136
55154-5057,Brainsphere,Portugal,Braga,1133.52€,2018-02-25 16:47:47,EUR,1133.52,€,1.2299,1394.116248
49349-106,Shufflebeat,Portugal,Porto,1078.89€,2018-02-25 17:59:38,EUR,1078.89,€,1.2299,1326.926811
54868-5165,Thoughtmix,Portugal,Amadora,-156.42€,2018-02-25 18:09:20,EUR,-156.42,€,1.2299,-192.380958
10237-832,Zoonder,United States,Boston,$673.7,2018-02-25 19:36:37,USD,673.7,$,1.0,673.7
67544-356,Zooxo,United Kingdom,London,£527.81,2018-02-25 20:05:36,GBP,527.81,£,1.3985672049,738.1777564182689
17156-617,Brainsphere,Portugal,Braga,936.03€,2018-02-25 20:52:52,EUR,936.03,€,1.2299,1151.223297
68233-011,Twitterbeat,France,Annecy,442.05€,2018-02-25 22:34:51,EUR,442.05,€,1.2299,543.677295
37205-992,Brainsphere,Portugal,Braga,343.72€,2018-02-25 22:51:59,EUR,343.72,€,1.2299,422.74122800000004
76454-100,Gevee,France,Champagnole,191.08€,2018-02-25 23:05:14,EUR,191.08,€,1.2299,235.00929200000002
49349-106,Chatterbridge,Spain,Barcelona,1351.93€,2018-02-25 23:27:21,EUR,1351.93,€,1.2299,1662.738707
68084-595,Yozio,Greece,Patras,227.23€,2018-02-25 23:33:05,EUR,227.23,€,1.2299,279.470177
16714-295,Chatterbridge,Spain,Barcelona,619.27€,2018-02-25 23:53:23,EUR,619.27,€,1.2299,761.640173
59779-601,Chatterbridge,Spain,Barcelona,203.75€,2018-02-26 00:31:12,EUR,203.75,€,1.232,251.02
35356-325,Buzzbean,Germany,Düsseldorf,554.0€,2018-02-26 02:14:00,EUR,554.0,€,1.232,682.528
49349-314,Gabcube,Portugal,Almada,495.88€,2018-02-26 06:53:40,EUR,495.88,€,1.232,610.92416
0603-6134,Thoughtmix,Portugal,Amadora,799.59€,2018-02-26 07:00:39,EUR,799.59,€,1.232,985.09488
54123-957,Buzzbean,Germany,Düsseldorf,36.71€,2018-02-26 07:20:32,EUR,36.71,€,1.232,45.22672
10237-832,Thoughtmix,Portugal,Amadora,368.0€,2018-02-26 07:22:03,EUR,368.0,€,1.232,453.376
49288-0285,Thoughtmix,Portugal,Amadora,675.42€,2018-02-26 08:39:22,EUR,675.42,€,1.232,832.11744
76314-002,Wordify,United States,New York,$484.44,2018-02-26 08:41:35,USD,484.44,$,1.0,484.44
17156-617,Avaveo,France,Nice,1072.61€,2018-02-26 09:42:49,EUR,1072.61,€,1.232,1321.4555199999998
16477-306,Eimbee,France,Amiens,869.28€,2018-02-26 10:15:05,EUR,869.28,€,1.232,1070.9529599999998
52125-136,Shufflebeat,Portugal,Porto,495.32€,2018-02-26 13:49:30,EUR,495.32,€,1.232,610.23424
54868-5165,Zooxo,United Kingdom,London,£272.43,2018-02-26 15:09:16,GBP,272.43,£,1.4028695058,382.183739465094
49349-314,Zooxo,United Kingdom,London,£431.92,2018-02-26 15:31:31,GBP,431.92,£,1.4028695058,605.927396945136
37205-951,Thoughtmix,Portugal,Amadora,188.57€,2018-02-26 16:01:12,EUR,188.57,€,1.232,232.31823999999997
36987-1697,Gabtune,France,Lyon,1239.59€,2018-02-26 16:41:22,EUR,1239.59,€,1.232,1527.1748799999998
61398-0828,Avaveo,France,Nice,346.03€,2018-02-26 16:48:47,EUR,346.03,€,1.232,426.30895999999996
55700-014,Twitterbeat,France,Annecy,652.56€,2018-02-26 17:55:06,EUR,652.56,€,1.232,803.9539199999999
54973-9150,Bubblemix,Japan,Asaka,¥103916.84,2018-02-26 18:51:22,CNY,103916.84,¥,0.1585116375,16472.0284722255
49349-820,Yozio,Greece,Patras,438.59€,2018-02-26 19:14:23,EUR,438.59,€,1.232,540.3428799999999
51523-002,Gabcube,Portugal,Almada,1323.72€,2018-02-26 20:31:39,EUR,1323.72,€,1.232,1630.82304
55154-5057,Avaveo,France,Nice,1227.31€,2018-02-26 21:27:25,EUR,1227.31,€,1.232,1512.04592
51079-947,Thoughtmix,Portugal,Amadora,697.1€,2018-02-26 21:32:14,EUR,697.1,€,1.232,858.8272000000001
52380-1102,Ntags,Portugal,Lisbon,527.28€,2018-02-26 21:43:27,EUR,527.28,€,1.232,649.6089599999999
54092-515,Yozio,Greece,Patras,774.74€,2018-02-26 22:54:33,EUR,774.74,€,1.232,954.47968
67544-356,Gabtune,France,Lyon,919.27€,2018-02-26 23:33:51,EUR,919.27,€,1.232,1132.54064
37205-951,Chatterbridge,Spain,Barcelona,222.19€,2018-02-27 00:59:00,EUR,222.19,€,1.2301,273.315919
49349-471,Zooxo,United Kingdom,London,£817.03,2018-02-27 02:13:12,GBP,817.03,£,1.3915158371,1136.910184385813
59779-028,Chatterbridge,Spain,Barcelona,286.25€,2018-02-27 04:55:55,EUR,286.25,€,1.2301,352.116125
17156-617,Twitterbeat,France,Annecy,992.85€,2018-02-27 06:55:23,EUR,992.85,€,1.2301,1221.304785
67046-030,Teklist,Netherlands,Arnhem,151.54€,2018-02-27 07:25:29,EUR,151.54,€,1.2301,186.40935399999998
62011-0219,Twitterbeat,France,Annecy,853.07€,2018-02-27 07:32:29,EUR,853.07,€,1.2301,1049.361407
54092-515,Twitterbeat,France,Annecy,785.58€,2018-02-27 08:10:01,EUR,785.58,€,1.2301,966.341958
54868-0823,Zooxo,United Kingdom,London,£129.01,2018-02-27 09:26:59,GBP,129.01,£,1.3915158371,179.519458144271
36987-1697,Twitterbeat,France,Annecy,1415.63€,2018-02-27 10:38:42,EUR,1415.63,€,1.2301,1741.366463
68084-172,Thoughtmix,Portugal,Amadora,538.02€,2018-02-27 12:48:09,EUR,538.02,€,1.2301,661.818402
44946-1046,Kanoodle,Japan,Niihama,¥48629.46,2018-02-27 16:21:27,CNY,48629.46,¥,0.1583853731,7702.1951657515265
0228-2167,Twitterbeat,France,Annecy,700.69€,2018-02-27 17:05:30,EUR,700.69,€,1.2301,861.918769
76117-001,Thoughtmix,Portugal,Amadora,828.63€,2018-02-27 18:03:19,EUR,828.63,€,1.2301,1019.2977629999999
54092-515,Zooxo,United Kingdom,London,£684.38,2018-02-27 19:23:24,GBP,684.38,£,1.3915158371,952.325608594498
68752-024,Chatterbridge,Spain,Barcelona,830.72€,2018-02-27 19:33:38,EUR,830.72,€,1.2301,1021.8686720000001
58118-5060,Thoughtmix,Portugal,Amadora,141.99€,2018-02-27 19:49:59,EUR,141.99,€,1.2301,174.661899
49349-314,Wordify,United States,New York,$543.98,2018-02-27 19:56:50,USD,543.98,$,1.0,543.98
58118-5060,Twitterbeat,France,Annecy,21.43€,2018-02-27 22:03:23,EUR,21.43,€,1.2301,26.361043
35356-325,Brainsphere,Portugal,Braga,144.08€,2018-02-27 22:17:02,EUR,144.08,€,1.2301,177.232808
68752-024,Thoughtmix,Portugal,Amadora,822.02€,2018-02-28 02:37:04,EUR,822.02,€,1.2214,1004.015228
41163-428,Ntags,Portugal,Lisbon,136.43€,2018-02-28 02:57:43,EUR,136.43,€,1.2214,166.635602
62670-4404,Rhycero,France,Arcueil,374.05€,2018-02-28 03:20:13,EUR,374.05,€,1.2214,456.86467000000005
68180-121,Buzzbean,Germany,Düsseldorf,690.46€,2018-02-28 03:31:50,EUR,690.46,€,1.2214,843.327844
48951-4042,Twitterbeat,France,Annecy,214.09€,2018-02-28 04:43:53,EUR,214.09,€,1.2214,261.489526
41163-428,Chatterbridge,Spain,Barcelona,127.09€,2018-02-28 07:13:18,EUR,127.09,€,1.2214,155.22772600000002
51523-002,Ntags,Portugal,Lisbon,53.59€,2018-02-28 07:26:56,EUR,53.59,€,1.2214,65.45482600000001
52959-433,Shufflebeat,Portugal,Porto,352.85€,2018-02-28 10:18:20,EUR,352.85,€,1.2214,430.97099000000003
61398-0828,Buzzbean,Germany,Düsseldorf,453.8€,2018-02-28 13:40:24,EUR,453.8,€,1.2214,554.2713200000001
0615-7679,Innojam,Netherlands,Amsterdam,391.82€,2018-02-28 14:45:37,EUR,391.82,€,1.2214,478.56894800000003
17156-617,Eimbee,France,Amiens,1264.23€,2018-02-28 15:33:15,EUR,1264.23,€,1.2214,1544.1305220000002
52380-1102,Chatterbridge,Spain,Barcelona,574.72€,2018-02-28 16:17:08,EUR,574.72,€,1.2214,701.9630080000001
0185-0373,Wordify,United States,New York,$1014.83,2018-02-28 17:30:20,USD,1014.83,$,1.0,1014.83
51346-126,Zooxo,United Kingdom,London,£90.51,2018-02-28 17:51:15,GBP,90.51,£,1.3814398009,125.03411637945901
70253-307,Brainsphere,Portugal,Braga,807.72€,2018-03-01 05:18:23,EUR,807.72,€,1.2171,983.0760120000001
55289-164,Zoonder,United States,Boston,$487.09,2018-03-01 05:47:59,USD,487.09,$,1.0,487.09
67046-030,Buzzbean,Germany,Düsseldorf,148.15€,2018-03-01 07:13:31,EUR,148.15,€,1.2171,180.313365
0228-2167,Ntags,Portugal,Lisbon,1042.77€,2018-03-01 13:21:47,EUR,1042.77,€,1.2171,1269.155367
51138-049,Brainsphere,Portugal,Braga,792.23€,2018-03-01 14:00:37,EUR,792.23,€,1.2171,964.2231330000001
49349-471,Chatterbridge,Spain,Barcelona,905.98€,2018-03-01 14:52:20,EUR,905.98,€,1.2171,1102.6682580000002
58118-5060,Yozio,Greece,Patras,173.14€,2018-03-01 14:53:52,EUR,173.14,€,1.2171,210.728694
54868-5165,Zooxo,United Kingdom,London,£429.03,2018-03-01 15:02:33,GBP,429.03,£,1.3749435156,589.892016497868
54473-578,Thoughtmix,Portugal,Amadora,197.17€,2018-03-01 16:23:19,EUR,197.17,€,1.2171,239.975607
13537-468,Ntags,Portugal,Lisbon,440.83€,2018-03-01 20:01:04,EUR,440.83,€,1.2171,536.534193
67544-356,Zoonder,United States,Boston,$606.87,2018-03-01 20:13:19,USD,606.87,$,1.0,606.87
62756-707,Buzzbean,Germany,Düsseldorf,202.96€,2018-03-01 21:34:52,EUR,202.96,€,1.2171,247.02261600000003
10237-832,Wordify,United States,New York,$600.56,2018-03-01 21:40:10,USD,600.56,$,1.0,600.56
68180-121,Zooxo,United Kingdom,London,£938.29,2018-03-01 22:40:15,GBP,938.29,£,1.3749435156,1290.095751252324
63629-2733,Shufflebeat,Portugal,Porto,96.6€,2018-03-02 00:19:38,EUR,96.6,€,1.2312,118.93392
17156-617,Chatterbridge,Spain,Barcelona,1461.63€,2018-03-02 00:21:57,EUR,1461.63,€,1.2312,1799.5588560000003
49520-501,Thoughtmix,Portugal,Amadora,760.73€,2018-03-02 00:42:03,EUR,760.73,€,1.2312,936.6107760000001
70253-307,Thoughtmix,Portugal,Amadora,861.04€,2018-03-02 02:30:48,EUR,861.04,€,1.2312,1060.112448
54868-0823,Zoonder,United States,Boston,$173.52,2018-03-02 03:17:36,USD,173.52,$,1.0,173.52
24286-1562,Zooxo,United Kingdom,London,£226.07,2018-03-02 05:03:23,GBP,226.07,£,1.3784146888,311.618208697016
55700-014,Brainsphere,Portugal,Braga,590.03€,2018-03-02 06:06:27,EUR,590.03,€,1.2312,726.444936
51346-126,Thoughtmix,Portugal,Amadora,126.07€,2018-03-02 07:24:27,EUR,126.07,€,1.2312,155.217384
0268-1604,Shufflebeat,Portugal,Porto,152.36€,2018-03-02 07:36:42,EUR,152.36,€,1.2312,187.58563200000003
10267-2529,Eimbee,France,Amiens,388.58€,2018-03-02 07:55:53,EUR,388.58,€,1.2312,478.419696
48951-4042,Flipstorm,Greece,Athens,14.57€,2018-03-02 10:06:15,EUR,14.57,€,1.2312,17.938584000000002
51531-9500,Yozio,Greece,Patras,1011.46€,2018-03-02 13:45:09,EUR,1011.46,€,1.2312,1245.3095520000002
51346-145,Eimbee,France,Amiens,1002.95€,2018-03-02 14:29:54,EUR,1002.95,€,1.2312,1234.8320400000002
41167-0843,Yozio,Greece,Patras,563.63€,2018-03-02 15:43:09,EUR,563.63,€,1.2312,693.9412560000001
61398-0828,Zooxo,United Kingdom,London,£279.09,2018-03-02 16:47:08,GBP,279.09,£,1.3784146888,384.7017554971919
68084-595,Thoughtmix,Portugal,Amadora,198.4€,2018-03-02 17:48:02,EUR,198.4,€,1.2312,244.27008
49348-574,Twitterbeat,France,Annecy,276.46€,2018-03-02 20:03:49,EUR,276.46,€,1.2312,340.377552
21695-931,Thoughtmix,Portugal,Amadora,270.42€,2018-03-03 01:22:28,EUR,270.42,€,1.2312,332.94110400000005
43419-018,Thoughtmix,Portugal,Amadora,189.32€,2018-03-03 01:27:59,EUR,189.32,€,1.2312,233.090784
0268-1604,Shufflebeat,Portugal,Porto,132.53€,2018-03-03 03:25:09,EUR,132.53,€,1.2312,163.170936
49349-314,Eimbee,France,Amiens,495.75€,2018-03-03 05:01:14,EUR,495.75,€,1.2312,610.3674000000001
51346-145,Zooxo,United Kingdom,London,£878.52,2018-03-03 05:54:14,GBP,878.52,£,1.3784146888,1210.964872404576
44946-1046,Chatterbridge,Spain,Barcelona,407.43€,2018-03-03 07:14:08,EUR,407.43,€,1.2312,501.62781600000005
63629-2733,Roodel,Portugal,Aranhas,300.98€,2018-03-03 13:09:02,EUR,300.98,€,1.2312,370.56657600000005
62742-4030,Thoughtmix,Portugal,Amadora,579.32€,2018-03-03 13:44:55,EUR,579.32,€,1.2312,713.2587840000001
16729-167,Brainsphere,Portugal,Braga,128.49€,2018-03-03 14:03:20,EUR,128.49,€,1.2312,158.19688800000003
51346-145,Tagtune,Switzerland,Zürich,944.29€,2018-03-03 14:38:46,EUR,944.29,€,1.2312,1162.609848
55700-014,Roodel,Portugal,Aranhas,629.84€,2018-03-03 15:23:09,EUR,629.84,€,1.2312,775.459008
52343-025,Gabcube,Portugal,Almada,636.44€,2018-03-03 15:28:38,EUR,636.44,€,1.2312,783.5849280000001
37205-951,Ntags,Portugal,Lisbon,188.68€,2018-03-03 21:07:48,EUR,188.68,€,1.2312,232.30281600000004
35356-325,Twitterbeat,France,Annecy,852.79€,2018-03-03 22:17:05,EUR,852.79,€,1.2312,1049.955048
50563-113,Shufflebeat,Portugal,Porto,777.46€,2018-03-03 22:35:41,EUR,777.46,€,1.2312,957.2087520000001
49348-574,Lajo,Greece,Thessaloniki,367.67€,2018-03-03 23:26:01,EUR,367.67,€,1.2312,452.67530400000004
51138-049,Buzzbean,Germany,Düsseldorf,1700.15€,2018-03-04 00:16:34,EUR,1700.15,€,1.2312,2093.2246800000003
51079-947,Wordify,United States,New York,$698.9,2018-03-04 02:20:36,USD,698.9,$,1.0,698.9
52380-1102,Zooxo,United Kingdom,London,£458.31,2018-03-04 02:36:21,GBP,458.31,£,1.3784146888,631.741236023928
0268-6107,Wordify,United States,New York,$513.17,2018-03-04 04:33:22,USD,513.17,$,1.0,513.17
54868-0823,Thoughtmix,Portugal,Amadora,136.65€,2018-03-04 05:10:26,EUR,136.65,€,1.2312,168.24348
49349-106,Realpoint,Portugal,Lisbon,1259.29€,2018-03-04 06:48:03,EUR,1259.29,€,1.2312,1550.437848
13537-259,Brainsphere,Portugal,Braga,625.29€,2018-03-04 07:50:24,EUR,625.29,€,1.2312,769.857048
55289-164,Eimbee,France,Amiens,256.28€,2018-03-04 11:36:11,EUR,256.28,€,1.2312,315.531936
51346-145,Thoughtmix,Portugal,Amadora,1028.89€,2018-03-04 12:18:27,EUR,1028.89,€,1.2312,1266.7693680000002
51346-145,Brainsphere,Portugal,Braga,967.87€,2018-03-04 12:26:11,EUR,967.87,€,1.2312,1191.641544
0228-2167,Wordify,United States,New York,$1386.37,2018-03-04 13:11:23,USD,1386.37,$,1.0,1386.37
59779-601,Shufflebeat,Portugal,Porto,89.0€,2018-03-04 19:42:18,EUR,89.0,€,1.2312,109.5768
51060-032,Thoughtmix,Portugal,Amadora,555.01€,2018-03-04 22:20:40,EUR,555.01,€,1.2312,683.328312
0603-6134,Lajo,Greece,Thessaloniki,810.18€,2018-03-05 00:59:09,EUR,810.18,€,1.2307,997.0885259999999
49520-501,Wordify,United States,New York,$1113.38,2018-03-05 01:21:36,USD,1113.38,$,1.0,1113.38
54868-0823,Thoughtmix,Portugal,Amadora,176.8€,2018-03-05 04:35:18,EUR,176.8,€,1.2307,217.58776
